# id;name;latitude;longitude;routes
3374830;Avenida Bandeirantes, 495;-19.96388281;-44.18830189;160A,160B,20,260A,260B,261,313,40,410,411,412,450,450B,50,54A,54B,61,710C,830A,830C,90B
3374832;Avenida Bandeirantes, 1391;-19.96623281;-44.18034499;160A,160B,20,260A,260B,261,313,40,410,411,412,450,450B,50,54A,54B,61,710C,830C,90B
3374833;Rodovia FernÆo Dias, 3220;-19.96579319;-44.17627970;160A,160B,20,260A,260B,261,313,40,410,411,414,450,450B,50,61,830C,90B
3374834;Rua de Gemini, 15A;-19.97938258;-44.19989292;90B
3374836;Rua de Gemini, 146;-19.98016430;-44.19867513;270,30,70
3374837;Rua de H‚rcules, 9;-19.98170512;-44.19881540;270,7
3374838;Rua de S¡rius, 571;-19.98539201;-44.19573796;270,7
3374839;Rua de S¡rius, 807;-19.98680599;-44.19420108;270,30,70
3374840;Rua de S¡rius, 960;-19.98701252;-44.19422215;270,7
3374841;Rua de S¡rius, 1072;-19.98608671;-44.19290764;270,30,70
3374842;Rua de S¡rius, 526;-19.98420418;-44.19652146;270,7
3374843;Rua de Gemini, 646;-19.98351000;-44.19581706;30
3374844;Rua de S¡rius, 504a;-19.98413738;-44.19672392;270,7
3374845;Avenida Fausto Ribeiro da Silva, 50;-19.98579506;-44.18729452;270,7
3374846;Rua Sinfr“nio Melo Alvim, 154;-19.97838623;-44.19596742;270
3374847;Rua de Gemini, 400;-19.98212600;-44.19757191;30
3374848;Rua de Aldebaram, 555;-19.98585704;-44.18857116;270,7
3374849;Rua de S¡rius, 1104;-19.98644187;-44.19278011;270,7
3374850;Rua de Aldebaram, 1741;-19.98536436;-44.18828465;270,7
3374851;Rua de Canopus, 445;-19.98539323;-44.19652161;270
3374852;Rua Sinfr“nio Melo Alvim, 158;-19.97844242;-44.19600929;270,3
3374853;Avenida do Brasil, 1943;-19.99043505;-44.18228306;270,7
3374854;Avenida do Brasil, 950;-19.99121103;-44.18231105;270,7
3374855;Avenida do Brasil, 1145;-19.99269567;-44.18195993;270,7
3374856;Avenida Fausto Ribeiro da Silva, 2569;-19.99249090;-44.18179109;270,7
3374857;Rua Tres A, 108;-19.99441286;-44.18158982;270,7
3374858;Avenida Bandeirantes, 534;-19.96423491;-44.18794809;20,210A,30,313,54B,830B,830C,90B
3374859;Avenida Bandeirantes, 1264;-19.96641300;-44.18131800;20,313,830C,90B
3374861;Avenida Bandeirantes, 561;-19.96534581;-44.18487468;20,210A,30,313,54B,830B,830C,90B
3374862;Avenida das Am‚ricas, 199;-19.97448365;-44.18685535;30
3374863;Rua Fl vio Sara¡va, 12;-19.96259449;-44.20584385;20
3374864;Avenida Benjamin Batista Borges, 71;-19.96552807;-44.20551581;20,260A,260B,261,270
3374865;Rua Viriato Alexandrino de Melo, 20b;-19.96561252;-44.20698400;34
3374866;Rua Raul Sara¡va Ribeiro, 703;-19.96334005;-44.20686506;34
3374867;Avenida Edmeia Mattos Lazzarotti, 2298;-19.95811534;-44.19733301;131,160A,160B,210A,210B,30,313,315B,34,40,415,450,50,53,54A,54B,60,61,90A,910A,920
3374868;Avenida Artur da Silva Bernardes, 127;-19.95437515;-44.19865386;210A,210B,315B,40,920
3374869;Avenida Edmeia Mattos Lazzarotti, 2708;-19.95466261;-44.19556080;131,160A,160B,210B,30,313,34,415,450,50,53,54A,54B,60,61,830C,90A,910A
3374870;Sa¡da Edm‚ia Matos Lazaroti, 9759;-19.95253058;-44.19462051;131,160A,160B,210B,34,415,450,53,54A,54B,60,61,90A,910A
3374871;Avenida Bias Fortes, 2264;-19.95834386;-44.19697102;131,160A,160B,30,313,34,415,450,50,53,54A,54B,60,61,830C,90A,910A
3374872;Avenida Edmeia Mattos Lazzarotti, 1750;-19.96123702;-44.19868398;131,160A,160B,30,313,34,415,450,50,53,54A,54B,60,61,830C,90A,910A
3374873;Rodovia Br 381 Fernao Dias, 110;-19.98072440;-44.20302293;270,3
3374875;Rodovia Br 381 Fernao Dias, 16;-19.97949089;-44.20255395;270,3
3374876;Rua H‚lio BeltrÆo, 55;-19.97399283;-44.18046001;60,710A,710B
3374877;Rua Princesa Isabel, 344;-19.97351918;-44.17916179;60,710A,710B
3374878;Rua Am‚rico da Costa Lage, 15;-19.97489595;-44.18599491;60
3374879;Rua Luzia Cƒndida de Jesus, 95;-19.97403842;-44.18197603;710A,710B
3374881;Rua Princesa Isabel, 78;-19.97111116;-44.17859785;60,710A,710B
3374882;Rua BarÆo do Rio Branco, 459;-19.96940349;-44.17749500;60
3374883;Rua Dom Pedro II, 10;-19.96989414;-44.17858739;60,710C
3374884;Rua Dom Pedro II, 220;-19.96983817;-44.17875055;60,710C
3374885;Rua BarÆo do Rio Branco, 474;-19.96935935;-44.17765142;60
3374886;Rua BarÆo do Rio Branco, 49;-19.96872516;-44.17361554;60
3374888;Rua Mira, 240;-19.96622698;-44.17311038;60,710A,710B,710C
3374889;Rua BarÆo do Rio Branco, 228;-19.96898628;-44.17559225;60
3374890;Rua BarÆo do Rio Branco, 51;-19.96866502;-44.17372648;60
3374891;Avenida Anast cio Franco do Amaral, 46;-19.97464300;-44.18026000;60
3374892;Rua Princesa Isabel, 106;-19.97137169;-44.17872419;60,710A,710B
3374893;Rua BarÆo do Rio Branco, 265;-19.96904780;-44.17550384;60
3374894;Avenida Quinze de Novembro, 128;-19.96921741;-44.17312666;710A,710B,710C
3374895;Rua Mira, 42;-19.97662223;-44.18665975;60,710A,710B
3374896;Avenida do Brasil, 125;-19.97708207;-44.18966161;710A,710B
3374897;Rua Seis, 57;-19.97595409;-44.18807574;60
3374898;Rua de Portugal, 21;-19.97713560;-44.18980365;60,710A,710B
3374899;Rua Maria de Ara£jo, 1275;-19.95628400;-44.14541300;260A,260B,261,61
3374900;Rua Maria de Ara£jo, 7711;-19.95617808;-44.14572656;160A,160B,40,410,411,414,450,450B,50
3374901;Rua Caldas da Ra¡nha, 325;-19.96791144;-44.17276513;60,710A,710B,710C
3374902;Rua Mira, 299;-19.96581681;-44.17294143;60,710A,710B,710C
3374903;Rua Coimbra, 505;-19.96444068;-44.16859272;60,710A,710B,710C
3374904;Rua Sagres, 788;-19.97197879;-44.16652619;60,710A,710B,710C
3374905;Avenida Quinze de Novembro, 129;-19.96930247;-44.17328339;710A,710B,710C
3374906;Rua Atal ia, 800;-19.96899421;-44.16684373;60,710A,710B
3374907;Rua Atal ia, 379;-19.97118686;-44.16474731;60
3374908;Rua Atal ia, 799;-19.96903725;-44.16671861;60,710A,710B
3374909;Rua Sagres, 708;-19.97183132;-44.16654431;60,710A,710B,710C
3374910;Rua Coimbra, 164;-19.96523066;-44.17187156;60,710A,710B,710C
3374912;Rua Atal ia, 454;-19.97112115;-44.16467362;60
3374913;Rua Atal ia, 205;-19.96756170;-44.16690377;60,710A,710B
3374914;Rodovia FernÆo Dias, 1245;-19.95879851;-44.15132151;160A,160B,260A,260B,261,40,410,411,414,450,450B,50,61,PE67
3374915;Rua Atal ia, 985;-19.96763930;-44.16700925;60,710A,710B
3374916;Rua Coimbra, 531;-19.96432361;-44.16844073;60,710A,710B,710C
3374917;Rodovia Br 381 Fernao Dias, 16;-19.96448853;-44.17120844;160A,160B,20,260A,260B,261,313,40,410,411,414,450,450B,50,61,830C,90B
3374918;Rua Pontes de Lima, 35a;-19.96631239;-44.16706761;60,710A,710B,710C
3374919;Rua Sagres, 1192;-19.97588262;-44.16337474;60,710A,710B,710C
3374920;Rua Sagres, 1319;-19.97685143;-44.16259147;60,710A,710B,710C
3374921;Rua Sagres, 1520;-19.97773999;-44.16196622;60
3374922;Rua Livramento, 18;-19.97408929;-44.16484818;60,710A,710B,710C
3374923;Rua Sagres, 1424;-19.97757660;-44.16202184;60
3374924;Rua Alentejo, 713;-19.97770304;-44.16071700;
3374925;Rua Sagres, 1332a;-19.97693194;-44.16260676;60,710A,710B,710C
3374926;Rua Sagres, 987;-19.97430254;-44.16457734;60,710A,710B,710C
3374927;Rua Pontes de Lima, 555;-19.96364345;-44.16804451;160A,160B,20,260A,260B,261,313,40,410,411,414,450,450B,50,61,830C,90B
3374928;Rua Sagres, 1180;-19.97571335;-44.16359412;60,710A,710B,710C
3374930;Rua Caldas da Ra¡nha, 376;-19.96780024;-44.17273968;60,710A,710B,710C
3374931;Rodovia Br 381 Fernao Dias, 133;-19.95588538;-44.14391774;160A,160B,260A,260B,261,40,410,411,412,450,450B,50,61
3374932;Rua Laura Maria Alves Da Silva, 216;-19.98046360;-44.15115441;61
3374933;Rua Raymundo Gabriel Rezende, 176;-19.98009937;-44.15227795;61
3374934;Rua Maria Rezende de Melo, 87;-19.98063831;-44.15298029;61
3374936;Rua Conquista, 13;-19.98212218;-44.15062635;61
3374937;Rua Parnarama, 975;-19.97625809;-44.14282833;160B,61
3374938;Rua Parnarama, 974;-19.97635919;-44.14269954;160A,261,61
3374939;Avenida Parnarama, 790;-19.97880247;-44.14190927;160A,261,61
3374940;Avenida Panarama, 740;-19.97917310;-44.14206481;160B,61
3374941;Rua Vl Onze, 16e;-19.98100789;-44.14277482;160B,261
3374942;Rua Vl Onze, 16;-19.98082223;-44.14276653;160A
3374943;Avenida Parnarama, 480;-19.98098511;-44.14357196;261,61
3374944;Avenida Parnarama, 311;-19.98037266;-44.14488936;61
3374947;Rua Get£lio Vargas, 153;-19.98257968;-44.14604253;261
3374948;Rua GuimarÆes Rosa, 277;-19.98201000;-44.14731403;61
3374949;Avenida Parnarama, 36;-19.97935161;-44.14702602;61
3374950;Rua Vl Onze, 315;-19.98316374;-44.14124986;160A
3374951;Rua Vl Onze, 400;-19.98391824;-44.14088981;160B
3374952;Rua Vl Onze, 531;-19.98494738;-44.14008234;160A
3374953;Rua Porangaba, 700;-19.98127070;-44.14824761;261,61
3374954;Rua Iara, 5;-19.98368591;-44.14757936;261,61
3374955;Rua Oriente, 164;-19.98282656;-44.14922542;261,61
3374956;Rua Pindamonhangaba, 299;-19.98320368;-44.15037785;261,61
3374957;Rua Ca‡apava, 18;-19.98393957;-44.15153262;261,61
3374958;Rua EspigÆo, 686;-19.99116010;-44.14081248;160B
3374959;Alameda Do Espigao, 747;-19.99125240;-44.14065756;160A
3374960;Rua Italia, 38;-19.99169272;-44.13853929;160B
3374962;Rua Cristina, 375;-20.00390149;-44.12639000;160A
3374963;Rua Cristina, 377;-20.00376552;-44.12660750;160B
3374965;Avenida Rio Madeira, 1961;-19.97441376;-44.14201846;160A,261,61
3374966;Avenida Rio Madeira, 2028;-19.97507158;-44.14249995;160B,61
3374967;Avenida Welsing, 205;-19.99442755;-44.13366257;160A
3374968;Avenida Welsing, 205;-19.99442544;-44.13376017;160B
3374970;Rua Roberto Silva, 170;-19.99680779;-44.13403178;160B
3374971;Rua Cristina, 319;-19.99825516;-44.13366755;160A
3374972;Rua Cristina, 322;-19.99824628;-44.13375078;160B
3374973;Rua Cristina, 499;-20.00042227;-44.13243943;160A
3374974;Rua Cristina, 600;-20.00044308;-44.13250535;160B
3374975;Rua Maria de Ara£jo, 175;-19.95688483;-44.13709856;160A,160B,261,40,410,411,414,450,450B,50
3374976;Rua Santa Helena, 50;-19.95912400;-44.13442864;60
3374978;Avenida Raimundo Mar‡al de Melo, 36;-19.96008249;-44.13292195;260A,260B,60
3374979;Avenida Raimundo Mar‡al de Melo, 53;-19.96008507;-44.13285250;260A,260B,60
3374981;Rua SÆo Francisco, 88;-19.96117536;-44.13429169;60
3374982;Rua SÆo Francisco, 81;-19.96108908;-44.13421511;60
3374984;Avenida Raimundo Mar‡al de Melo, 413;-19.96313940;-44.13139682;260A,260B,60
3374985;Avenida Raimundo Mar‡al de Melo, 466;-19.96373338;-44.13130425;260A,260B,60
3374986;Avenida Raimundo Mar‡al de Melo, 623;-19.96476708;-44.13040314;260A,260B,60
3374987;Avenida Raimundo Mar‡al de Melo, 618;-19.96487743;-44.13059827;260A,60
3374990;Rodovia FernÆo Dias, 130;-19.95655765;-44.13882745;160A,160B,260A,260B,261,40,410,411,412,450,450B,50,61
3374991;Rua Israel, 457;-19.99688877;-44.11579023;160A
3374992;Rua Paraguai, 324;-19.99542933;-44.11611073;160A
3374993;Rua Fran‡a, 168;-19.99545502;-44.11546232;160A
3374994;Rua Peru, 122;-19.99528972;-44.11445360;160A
3374995;Rua Argentina, 647;-19.99547799;-44.11261992;160A
3374996;Avenida M‚xico, 15;-19.99540828;-44.11209738;160A
3374997;Rua Peru, 13;-19.99429952;-44.11282386;160A
3374999;Avenida M‚xico, 429;-19.99239875;-44.11141888;160A
3375000;Avenida M‚xico, 605;-19.99057647;-44.11148377;160A
3375001;Rua Cruzeiro, 144;-19.98926157;-44.10997714;160A
3375002;Avenida M‚xico, 582;-19.98923969;-44.11145607;160B
3375003;Rua Canad , 35;-19.98823376;-44.11102418;160B
3375004;Rua Sd58, 27;-20.00652249;-44.12330432;160B
3375005;Rua Sd58, 27;-20.00647189;-44.12327633;160A
3375006;Rua Um, 395a;-20.00584603;-44.12151761;160B
3375007;Rua Um, 28;-20.00377750;-44.11877583;160A
3375008;Rua Um, 39;-20.00303630;-44.11704712;160B
3375010;Rua Arg‚lia, 2580;-20.00181441;-44.11600733;160B
3375011;Rua Arg‚lia, 2580;-20.00177525;-44.11606462;160A
3375012;Avenida Rio Madeira, 940;-19.96619125;-44.13869871;160B,260A,260B,261,60,61
3375013;Avenida Rio Madeira, 1071;-19.96719236;-44.13888960;160A,260A,260B,261,60,61
3375014;Rua Jovelino Greg¢rio da Silva, 88;-19.96791386;-44.13958169;160B,261,60,61
3375015;Rua Perciliana Ana de Jesus, 190;-19.96806305;-44.13967012;160A,60,61
3375016;Rua Maria Jos‚ dos Santos, 26;-19.96935118;-44.14108119;160A,60,61
3375017;Rua Maria Jos‚ dos Santos, 26;-19.96927411;-44.14110423;160B,261,60,61
3375018;Rua Jovelino Greg¢rio da Silva, 18;-19.97026688;-44.14183747;160A,60,61
3375019;Rua Jovelino Greg¢rio da Silva, 233;-19.97107012;-44.14232810;160A,60,61
3375020;Rua Jovelino Greg¢rio da Silva, 236;-19.97107498;-44.14241306;160B,261,60,61
3375021;Rua Jovelino Greg¢rio da Silva, 238;-19.97217549;-44.14306358;160B,261,60,61
3375022;Rua Jovelino Greg¢rio da Silva, 418;-19.97310396;-44.14350569;60
3375023;Rua Agostinho Martins Pereira, 253;-19.97278279;-44.14291468;160A,61
3375024;Rua Jovelino Greg¢rio da Silva, 404;-19.97295860;-44.14350925;261,6
3375026;Rua Juscelino Kubistchek, 3;-19.97464061;-44.14468359;60
3375027;Rua SÆo Silv‚rio, 630;-19.97458023;-44.14472152;261,6
3375028;Rua SÆo Tarc¡sio, 98;-19.97473794;-44.14595383;60
3375029;Rua SÆo Tarc¡sio, 101;-19.97479882;-44.14607005;60
3375030;Rua SÆo Tarc¡sio, 309A;-19.97555614;-44.14781704;60
3375031;Rua SÆo Tarc¡sio, 311;-19.97549892;-44.14786832;60
3375033;Rua SÆo Bento, 32;-19.97610175;-44.15067029;60
3375034;Rua SÆo Bento, 32;-19.97610397;-44.15074371;60
3375036;Rua Jos‚ Teixeira de Oliveira, 464;-19.95727880;-44.14236375;261
3375037;Avenida Mapuera, 193;-19.95718904;-44.14245964;261
3375039;Rua Joaquim Lino, 206;-19.95858285;-44.14010582;260A,260B,61
3375044;Avenida Rio Madeira, 273;-19.95998435;-44.13745409;60
3375047;Avenida Rio Madeira, 412;-19.96110710;-44.13798932;160B,60,61
3375048;Rua Rio Japes, 115;-19.96140815;-44.13729781;60
3375050;Rua SÆo Paulo, 280;-19.96085627;-44.13644935;60
3375051;Avenida Rio Madeira, 525;-19.96231744;-44.13800815;160A,260A,260B,60,61
3375052;Avenida Rio Madeira, 627;-19.96303834;-44.13821550;160B,260A,260B,261,60,61
3375053;Avenida Rio Madeira, 985;-19.96380317;-44.13824601;160A,260A,260B,261,60,61
3375054;Avenida Rio Madeira, 871;-19.96541944;-44.13845542;160A,260A,260B,261,60,61
3375056;Avenida Juiz Marco T£lio Isaac, 3200;-19.95875285;-44.17411797;412,53
3375058;Rua Capela Nova, 10;-19.96330086;-44.16832628;160A,160B,20,260A,260B,261,313,40,410,411,412,450,450B,50,61,830C,90B
3375059;Rodovia FernÆo Dias, 830;-19.96439126;-44.17245362;160A,160B,20,260A,260B,261,313,40,410,411,412,450,450B,50,61,830C,90B
3375060;Rua Vale Do Rio Paraopeba, 255;-19.96349919;-44.17565980;54A,54B
3375061;Rua Contagem, 66;-19.96340118;-44.17391290;54A,54B
3375063;Avenida Contagem, 304;-19.96249417;-44.17043288;54A,54B
3375064;Avenida Contagem, 304;-19.96242302;-44.17051278;54A,54B
3375065;Rua Contagem, 520;-19.96187663;-44.16818446;54A
3375066;Rua Contagem, 579;-19.96183463;-44.16823168;54A
3375068;Rua Maria das Mercˆs Lima, 177;-19.96119723;-44.16670161;54A
3375069;Rua Maria das Mercˆs Lima, 193;-19.96116176;-44.16679569;54A
3375070;Rua Maria das Mercˆs Lima, 414;-19.95911671;-44.16731813;54A
3375071;Rua Maria das Mercˆs Lima, 414;-19.95919496;-44.16739532;54A
3375072;Rua Sarzedo, 409;-19.95827296;-44.16612415;54A,54B
3375073;Rua Sarzedo, 430;-19.95832586;-44.16610776;54A,54B
3375074;Rua Paraopeba, 63;-19.95773266;-44.16418182;54A,54B
3375075;Rua Sarzedo, 574;-19.95781712;-44.16415226;54A,54B
3375076;Rua Sarzedo, 809;-19.95732791;-44.16266267;54A,54B
3375077;Rua Sarzedo, 809;-19.95743784;-44.16274452;54A,54B
3375078;Rua C¡cero Rabˆlo de Vasconcelos, 410;-19.94259199;-44.18669198;131,160A,160B,210B,315B,54A,61,90A,910A
3375079;Rua Cinco, 506;-19.94711877;-44.18174845;830B
3375080;Rua Ana Maria Jos‚, 140;-19.94586158;-44.18153958;315A,34,415,450
3375081;Rua C¡cero Rabˆlo de Vasconcelos, 579;-19.94307895;-44.18636466;34,415,450
3375082;Rua JoÆo Rodrigues da Silva, 368;-19.94457708;-44.18277956;315A,34,415,450
3375083;Rua JoÆo Rodrigues da Silva, 8;-19.94339214;-44.18393306;315A,34,415,450
3375084;Rua JoÆo Rodrigues da Silva, 545;-19.94566052;-44.18164329;315A,315B,34,415,450,50
3375085;Rua JoÆo Rodrigues da Silva, 379;-19.94455373;-44.18267353;315A,315B,34,415,450,50
3375086;Rua JoÆo Rodrigues da Silva, 183;-19.94328500;-44.18391612;315A,315B,34,415,450,50
3375087;Rua Teresa Maria da Veiga, 359;-19.94262344;-44.18590101;34,415,450,50
3375088;Avenida Edmeia Mattos Lazzarotti, 1382;-19.93733000;-44.17919008;61,90A
3375089;Avenida das Palmeiras, 202;-19.93754440;-44.16146956;131,34
3375090;Avenida das Palmeiras, 215;-19.93742769;-44.16150302;131,34
3375091;Avenida das Palmeiras, 486;-19.93611024;-44.15911160;131,34
3375092;Avenida das Palmeiras, 484;-19.93627054;-44.15927461;131,34
3375093;Rua Aster, 1362;-19.93478610;-44.15868102;131,34
3375094;Rua Aster, 1334;-19.93458281;-44.15881930;131,314A,34
3375095;Praca Monsenhor Horta, 448;-19.93357353;-44.15915620;131,34
3375096;Praca Monsenhor Horta, 448;-19.93340691;-44.15912422;131,34
3375098;Avenida Belo Horizonte, 1042;-19.93182590;-44.16000095;131,34
3375099;Avenida Belo Horizonte, 873;-19.93142726;-44.16059277;131,34
3375100;Avenida Belo Horizonte;-19.93115857;-44.16174056;131,34
3375101;Avenida Belo Horizonte, 341;-19.93052936;-44.16303336;131,34
3375102;Avenida Belo Horizonte, 650;-19.93037729;-44.16386588;131,34
3375103;Avenida Belo Horizonte, 471;-19.92997425;-44.16447680;131,34
3375104;Avenida Belo Horizonte, 174;-19.92941500;-44.16641665;131,34
3375105;Avenida Belo Horizonte, 107;-19.92905390;-44.16702777;131,34
3375106;Rua Dracena, 65;-19.93163926;-44.16877093;34
3375107;Rua Dracena, 55;-19.93177926;-44.16879822;34
3375108;Rua Vinte e Cinco, 337;-19.93085822;-44.17036904;34
3375109;Rua Vinte e Cinco, 50;-19.93077676;-44.17059830;34
3375110;Rua Vinte e Nove, 634;-19.92858546;-44.16871485;34
3375111;Rua 29;-19.92685156;-44.16707544;34
3375112;Rua Pitangui, 31;-19.96113364;-44.16024019;131,160A,160B,260A,260B,261,313,34,40,410,411,412,450,450B,50,54A,54B,61,70,PE67
3375113;Rodovia Br 381 Fernao Dias, 496;-19.95832984;-44.15303722;131,160A,160B,260A,260B,261,313,40,410,411,412,450,450B,50,61,PE67
3375116;Avenida Manducaia, 441;-19.95667924;-44.15798525;54A
3375117;Avenida Manducaia, 428;-19.95682950;-44.15816912;54A
3375118;Rua Frei Serafim, 202;-19.95517608;-44.15843609;131,54A,54B
3375119;Rua Frei Serafim, 202;-19.95514484;-44.15850132;54A,54B
3375120;Rua Frei Serafim, 465;-19.95294358;-44.15717806;54A,54B
3375121;Rua Frei Serafim, 465;-19.95298977;-44.15712286;131,54A,54B
3375122;Avenida Belo Horizonte, 324;-19.95253135;-44.18193628;315A,70
3375123;Rua Mato Grosso, 264;-19.95242785;-44.18152035;315A,70
3375124;Avenida Belo Horizonte, 456;-19.95204020;-44.18352686;315A,70
3375125;Avenida Belo Horizonte, 451;-19.95222004;-44.18364856;315A,70
3375126;Rua Rio de Janeiro, 8;-19.95185578;-44.18740869;315B,830A
3375127;Rua Um, 107;-19.94961486;-44.18937529;315B,830A
3375129;Rua SÆo Paulo, 340;-19.95004562;-44.18432649;315B,830B
3375130;Rua SÆo Paulo, 177;-19.94900219;-44.18323531;315B,830B
3375131;Rua Vinte e Nove, 737;-19.92792027;-44.16818036;34
3375132;Rua Vinte e Nove, 1074;-19.92503014;-44.16682529;131,34
3375133;Rua 29;-19.92521010;-44.16694010;131,34
3375136;Rua Rio Largo;-19.92473268;-44.17077795;131,34
3375137;Rua Rio Largo;-19.92455539;-44.17062419;131,34
3375138;Rua Rio Largo, 57;-19.92564445;-44.17243597;131,34
3375139;Rua Rio Largo, 42;-19.92572122;-44.17242040;131,34
3375140;Rua Trinta e Dois, 50;-19.92626663;-44.17305512;34
3375141;Avenida Flamboiant, 550;-19.92405856;-44.18030080;131,3
3375143;Rua Jequitiba, 4;-19.92662163;-44.17762782;131,3
3375144;Rua da Divisa, 162;-19.92645922;-44.17438359;30
3375146;Rua da Divisa, 343;-19.92678514;-44.17216170;30,34
3375147;Rua da Divisa, 321;-19.92683987;-44.17230139;30,34
3375148;Rua da Divisa, 120;-19.92648272;-44.17474826;30
3375150;Avenida Juiz Marco T£lio Isaac, 600;-19.94358147;-44.15907062;412,53,54A,54B
3375152;Avenida Juiz Marco T£lio Isaac, 1915;-19.94703160;-44.16459687;412,53
3375153;Rua Tul¡pa, 114;-19.95205300;-44.16594751;412,53
3375154;Avenida Juiz Marco T£lio Isaac, 4150;-19.95366775;-44.16632950;412,53
3375156;Rua Guadiana, 48;-19.95132323;-44.15540310;54A,54B
3375158;Avenida Campo de Ourique, 790;-19.94996383;-44.15664813;131,313,34,450,54A,54B
3375159;Avenida Campo de Ourique, 520;-19.95006365;-44.15668485;131,313,34,450,54A,54B
3375161;Avenida Campo de Ourique, 1329;-19.94893207;-44.15836338;131,313,34,450,54A,54B
3375162;Avenida Campo de Ourique, 1474;-19.94817513;-44.15932344;131,313,34,450,54A
3375163;Avenida Campo de Ourique, 1584;-19.94746382;-44.16058996;131,313,34,450,54A,54B
3375164;Avenida Campo de Ourique, 1734;-19.94667595;-44.16156192;131,313,34,450,54A,54B
3375165;Avenida Arthur Trindade, 565;-19.94451889;-44.16178787;131,313,34,450
3375166;Avenida das Ac cias, 568;-19.94457945;-44.16188968;131,313,34,450,54A,54B
3375167;Avenida Amor-Perfeito, 103;-19.93870311;-44.16902993;34
3375168;Rua Gipsum, 136;-19.95234100;-44.16658020;414,53
3375169;Avenida Juiz Marco T£lio Isaac, 2280;-19.95015442;-44.16614321;414,53
3375170;Rua Ang‚lica, 820;-19.95003973;-44.16706973;830B
3375171;Rua Joana Escolastica Rosa, 820;-19.95002084;-44.16714364;830A
3375173;Rua Joana Escolastica Rosa, 619;-19.94814662;-44.16614585;450,830B
3375174;Rua Ang‚lica, 592;-19.94799422;-44.16616008;450,830A
3375175;Avenida Juiz Marco T£lio Isaac, 1864;-19.94653382;-44.16494043;414,53
3375176;Rua dos Cravos, 340;-19.94622768;-44.16633513;830B
3375177;Rua dos Cravos, 340;-19.94621004;-44.16644898;830A
3375178;Rua Violeta, 400;-19.94974146;-44.16831212;70,830A
3375179;Rua Violeta, 395;-19.94984418;-44.16824584;70,830B
3375180;Rua Cam‚lia, 1071;-19.94891464;-44.16946273;314A,314B,70
3375181;Rua Cam‚lia, 1071;-19.94894911;-44.16957229;314A,314B,70
3375182;Rua SÆo Lu¡s, 48;-19.94949618;-44.17129418;314A,314B,830A
3375183;Rua Amoras, 42;-19.94741000;-44.17261046;90A
3375184;Avenida SÆo Paulo, 156;-19.94588400;-44.17305946;90A
3375185;Avenida SÆo Paulo, 302;-19.94480954;-44.17348605;450,830B,90A
3375186;Rua Cam‚lia, 927;-19.94761093;-44.16882412;314A,314B,70
3375188;Rua Margarida, 121b;-19.94693388;-44.16949058;450
3375189;Rua Ciprestes, 877;-19.94672930;-44.16982362;450
3375192;Rua Ciprestes, 630;-19.94456646;-44.16888389;314A,314B,70
3375194;Rua dos Cravos, 491;-19.94504179;-44.16813528;314A,314B,70,830A
3375195;Rua Ciprestes, 435;-19.94292542;-44.16795716;314A,314B,70
3375196;Rua Ciprestes, 384;-19.94251026;-44.16788346;314A,314B,70
3375197;Avenida Juiz Marco T£lio Isaac, 152;-19.94308527;-44.15898230;414,53,54A,54B
3375198;Rua Ciprestes, 165;-19.94109599;-44.16710924;314A,314B,70
3375199;Rua Ciprestes, 165a;-19.94077182;-44.16705792;314A,314B,70
3375201;Avenida Arthur Trindade, 241;-19.93919896;-44.16666854;415,7
3375202;Avenida das Palmeiras, 34;-19.93876863;-44.16243218;131,34
3375203;Avenida das Palmeiras, 63;-19.93843733;-44.16232046;131,34
3375205;Avenida das Ac cias, 228;-19.94172626;-44.16206842;313,34,415
3375206;Avenida Amor-Perfeito, 314;-19.93602161;-44.17033074;34
3375207;Rua Flor-de-Papagaio, 464;-19.93529906;-44.16994706;34
3375208;Rua Flor-de-Papagaio, 475;-19.93544580;-44.17005240;34
3375209;Rua Espada-de-SÆo Jorge, 221;-19.93482471;-44.17028246;34
3375210;Rua Espada-de-SÆo Jorge, 262;-19.93464776;-44.17028854;34
3375211;Rua Girassol, 151;-19.93336992;-44.16997000;34
3375212;Rua Girassol, 164;-19.93341758;-44.16990264;34
3375213;Rua D lia, 95;-19.93329687;-44.16840266;34
3375214;Rua Hortˆncia, 345;-19.94223856;-44.16118404;313,415
3375215;Rua Osvaldo Rodrigues Pereira, 634;-19.95236606;-44.18625852;315A,315B,70,830B
3375216;Rua Osvaldo Rodrigues Pereira, 718;-19.95337637;-44.18665549;315A,315B,70,830A
3375217;Rua Rio de Janeiro, 1018;-19.95177103;-44.18883335;315B,830A
3375218;Rua Salvador Gon‡alves Diniz, 399;-19.95084569;-44.18973430;315B,830A
3375220;Avenida Coletora, 1029;-19.95544725;-44.18783571;315A,315B,70,830B
3375221;Rua Osvaldo Rodrigues Pereira, 313;-19.95605948;-44.18798287;315A,315B,70,830A
3375223;Avenida Edmeia Mattos Lazzarotti, 3654;-19.94813172;-44.19106498;131,160A,160B,210B,34,40,415,450,50,53,54A,54B,60,61,90A,910A
3375224;Avenida Juiz Marco T£lio Isaac, 3;-19.95830700;-44.18716668;314A,314B,414,53,830A
3375225;Rua Lu¡z Gonzaga Rabˆlo, 151;-19.94588044;-44.18043012;315A,34,415,450,830A
